'Time and date','EEG Fp1','EEG Fp2','EEG F3','EEG F4','EEG F7','EEG F8','EEG T3','EEG T4','EEG C3','EEG C4','EEG T5','EEG T6','EEG P3','EEG P4','EEG O1','EEG O2','EEG Fz','EEG Cz','EEG Pz','EEG A2-A1','ECG ECG','EDF Annotations'
'[00:00:00.232 01/01/2011]',8.530,6.648,14.885,12.876,9.290,13.089,13.391,1.826,3.852,-3.299,-1.050,-3.182,-7.407,-8.937,-19.139,-29.833,12.265,1.119,-13.748,0.376,-0.036,0.000
'[00:00:00.234 01/01/2011]',7.501,5.203,13.919,11.208,8.234,11.757,11.468,0.837,2.933,-3.808,-0.971,-4.066,-7.348,-9.112,-19.089,-27.604,10.687,1.086,-14.251,0.101,-0.041,0.000
'[00:00:00.236 01/01/2011]',6.525,3.815,12.953,9.507,7.183,10.009,9.687,-0.214,2.109,-4.070,-1.058,-5.167,-7.187,-9.303,-18.991,-25.453,9.065,1.368,-14.613,-0.313,-0.047,0.000
'[00:00:00.238 01/01/2011]',5.742,2.684,12.145,8.031,6.209,8.114,8.242,-1.066,1.679,-3.910,-1.064,-6.204,-6.747,-9.282,-18.604,-23.335,7.645,2.150,-14.510,-0.814,-0.053,0.000
'[00:00:00.240 01/01/2011]',5.254,1.964,11.591,6.987,5.380,6.351,7.244,-1.532,1.818,-3.262,-0.791,-6.950,-5.923,-8.906,-17.736,-21.239,6.622,3.517,-13.723,-1.346,-0.058,0.000
'[00:00:00.242 01/01/2011]',5.099,1.743,11.307,6.490,4.795,4.949,6.730,-1.546,2.548,-2.191,-0.149,-7.298,-4.715,-8.160,-16.313,-19.240,6.109,5.430,-12.211,-1.863,-0.062,0.000
'[00:00:00.244 01/01/2011]',5.265,2.003,11.264,6.552,4.579,4.056,6.676,-1.158,3.771,-0.849,0.824,-7.258,-3.223,-7.140,-14.400,-17.506,6.122,7.728,-10.117,-2.333,-0.064,0.000
'[00:00:00.246 01/01/2011]',5.696,2.647,11.415,7.086,4.859,3.725,7.006,-0.505,5.317,0.563,1.982,-6.947,-1.613,-6.045,-12.187,-16.262,6.587,10.179,-7.729,-2.738,-0.065,0.000
'[00:00:00.248 01/01/2011]',6.307,3.510,11.701,7.947,5.732,3.934,7.608,0.244,6.993,1.862,3.110,-6.529,-0.081,-5.101,-9.934,-15.735,7.371,12.523,-5.404,-3.072,-0.065,0.000
'[00:00:00.250 01/01/2011]',6.996,4.396,12.079,8.960,7.204,4.586,8.330,0.919,8.624,2.911,3.987,-6.173,1.191,-4.515,-7.911,-16.084,8.318,14.534,-3.486,-3.337,-0.064,0.000
'[00:00:00.252 01/01/2011]',7.664,5.121,12.503,9.951,9.159,5.541,8.989,1.393,10.053,3.625,4.429,-6.006,2.043,-4.438,-6.355,-17.376,9.264,16.032,-2.245,-3.542,-0.063,0.000
'[00:00:00.254 01/01/2011]',8.209,5.542,12.912,10.768,11.354,6.636,9.392,1.579,11.136,3.962,4.313,-6.113,2.368,-4.946,-5.443,-19.560,10.058,16.915,-1.838,-3.697,-0.061,0.000
'[00:00:00.256 01/01/2011]',8.555,5.591,13.234,11.293,13.457,7.696,9.376,1.424,11.728,3.894,3.603,-6.524,2.080,-6.055,-5.282,-22.505,10.586,17.133,-2.300,-3.816,-0.060,0.000
'[00:00:00.258 01/01/2011]',8.653,5.285,13.395,11.466,15.126,8.573,8.846,0.916,11.704,3.401,2.331,-7.239,1.135,-7.713,-5.905,-26.015,10.775,16.706,-3.564,-3.912,-0.059,0.000
'[00:00:00.260 01/01/2011]',8.506,4.720,13.349,11.291,16.091,9.177,7.807,0.090,10.987,2.492,0.604,-8.219,-0.462,-9.810,-7.275,-29.875,10.620,15.719,-5.478,-3.993,-0.059,0.000
'[00:00:00.262 01/01/2011]',8.169,4.051,13.091,10.851,16.226,9.504,6.377,-0.967,9.586,1.228,-1.423,-9.384,-2.631,-12.183,-9.282,-33.845,10.193,14.327,-7.834,-4.056,-0.059,0.000
'[00:00:00.264 01/01/2011]',7.745,3.462,12.675,10.304,15.567,9.645,4.743,-2.107,7.630,-0.260,-3.556,-10.607,-5.217,-14.614,-11.741,-37.690,9.642,12.754,-10.392,-4.090,-0.059,0.000
'[00:00:00.266 01/01/2011]',7.353,3.123,12.207,9.850,14.302,9.759,3.122,-3.131,5.346,-1.766,-5.600,-11.723,-7.986,-16.856,-14.409,-41.153,9.155,11.277,-12.906,-4.078,-0.060,0.000
'[00:00:00.268 01/01/2011]',7.110,3.142,11.811,9.703,12.702,10.036,1.690,-3.831,3.024,-3.044,-7.378,-12.552,-10.672,-18.668,-17.019,-43.999,8.942,10.174,-15.151,-3.994,-0.061,0.000
'[00:00:00.270 01/01/2011]',7.083,3.541,11.604,10.007,11.049,10.619,0.532,-4.035,0.944,-3.867,-8.761,-12.934,-13.018,-19.856,-19.323,-46.027,9.155,9.668,-16.950,-3.824,-0.061,0.000
'[00:00:00.272 01/01/2011]',7.271,4.240,11.637,10.808,9.571,11.554,-0.360,-3.659,-0.694,-4.084,-9.685,-12.772,-14.826,-20.314,-21.148,-47.101,9.841,9.852,-18.197,-3.559,-0.061,0.000
'[00:00:00.274 01/01/2011]',7.605,5.079,11.898,12.017,8.404,12.747,-1.085,-2.725,-1.813,-3.656,-10.162,-12.055,-16.002,-20.038,-22.403,-47.174,10.930,10.653,-18.863,-3.210,-0.060,0.000
'[00:00:00.276 01/01/2011]',7.960,5.851,12.294,13.425,7.597,13.997,-1.762,-1.360,-2.444,-2.673,-10.262,-10.854,-16.543,-19.129,-23.100,-46.272,12.233,11.833,-18.984,-2.795,-0.059,0.000
'[00:00:00.278 01/01/2011]',8.201,6.371,12.695,14.763,7.128,15.040,-2.486,0.239,-2.694,-1.312,-10.082,-9.289,-16.520,-17.740,-23.306,-44.488,13.496,13.051,-18.634,-2.338,-0.057,0.000
'[00:00:00.280 01/01/2011]',8.220,6.518,12.956,15.768,6.934,15.650,-3.277,1.870,-2.676,0.218,-9.721,-7.488,-16.032,-16.039,-23.094,-41.922,14.469,13.949,-17.888,-1.862,-0.056,0.000
'[00:00:00.282 01/01/2011]',7.967,6.265,12.968,16.249,6.938,15.691,-4.074,3.363,-2.472,1.722,-9.242,-5.548,-15.155,-14.165,-22.517,-38.665,14.963,14.261,-16.802,-1.381,-0.054,0.000
'[00:00:00.284 01/01/2011]',7.463,5.681,12.682,16.125,7.060,15.178,-4.753,4.628,-2.109,3.058,-8.665,-3.515,-13.943,-12.207,-21.570,-34.772,14.892,13.884,-15.403,-0.902,-0.052,0.000
'[00:00:00.286 01/01/2011]',6.775,4.890,12.107,15.440,7.222,14.242,-5.183,5.637,-1.579,4.150,-7.982,-1.391,-12.425,-10.207,-20.224,-30.290,14.286,12.899,-13.707,-0.428,-0.051,0.000
'[00:00:00.288 01/01/2011]',5.997,4.020,11.305,14.315,7.348,13.083,-5.270,6.416,-0.872,4.959,-7.176,0.831,-10.643,-8.199,-18.455,-25.296,13.249,11.535,-11.750,0.038,-0.050,0.000
'[00:00:00.290 01/01/2011]',5.206,3.164,10.356,12.917,7.374,11.903,-4.979,7.004,-0.025,5.471,-6.263,3.141,-8.670,-6.220,-16.297,-19.939,11.938,10.072,-9.613,0.487,-0.049,0.000
'[00:00:00.292 01/01/2011]',4.450,2.349,9.365,11.408,7.246,10.845,-4.346,7.427,0.877,5.659,-5.304,5.485,-6.638,-4.346,-13.869,-14.475,10.501,8.755,-7.447,0.904,-0.048,0.000
'[00:00:00.294 01/01/2011]',3.747,1.563,8.401,9.928,6.940,9.981,-3.437,7.694,1.719,5.513,-4.399,7.765,-4.712,-2.675,-11.357,-9.239,9.078,7.719,-5.421,1.278,-0.048,0.000
'[00:00:00.296 01/01/2011]',3.101,0.787,7.530,8.583,6.447,9.314,-2.314,7.803,2.402,5.030,-3.667,9.871,-3.059,-1.303,-8.987,-4.602,7.781,6.973,-3.717,1.593,-0.048,0.000
'[00:00:00.298 01/01/2011]',2.523,0.029,6.804,7.470,5.779,8.824,-1.017,7.768,2.879,4.256,-3.198,11.692,-1.792,-0.294,-6.956,-0.897,6.700,6.434,-2.453,1.843,-0.048,0.000
'[00:00:00.300 01/01/2011]',2.038,-0.657,6.257,6.661,4.948,8.484,0.437,7.622,3.197,3.296,-3.012,13.169,-0.935,0.352,-5.382,1.664,5.910,5.981,-1.650,2.026,-0.048,0.000
'[00:00:00.302 01/01/2011]',1.675,-1.190,5.896,6.213,3.960,8.279,2.022,7.428,3.470,2.304,-3.047,14.267,-0.420,0.698,-4.265,3.023,5.468,5.528,-1.213,2.142,-0.048,0.000
'[00:00:00.304 01/01/2011]',1.456,-1.501,5.717,6.141,2.823,8.193,3.680,7.255,3.853,1.461,-3.169,14.987,-0.109,0.853,-3.522,3.295,5.391,5.061,-0.968,2.186,-0.048,0.000
'[00:00:00.306 01/01/2011]',1.378,-1.571,5.684,6.421,1.553,8.191,5.307,7.149,4.479,0.923,-3.210,15.345,0.165,0.935,-2.999,2.716,5.655,4.634,-0.692,2.150,-0.048,0.000
'[00:00:00.308 01/01/2011]',1.405,-1.439,5.743,6.962,0.194,8.226,6.783,7.123,5.409,0.783,-3.020,15.347,0.544,1.035,-2.549,1.589,6.178,4.332,-0.194,2.024,-0.046,0.000
'[00:00:00.310 01/01/2011]',1.485,-1.199,5.830,7.646,-1.165,8.250,8.011,7.136,6.614,1.041,-2.492,14.994,1.107,1.185,-2.061,0.207,6.840,4.229,0.636,1.804,-0.043,0.000
'[00:00:00.312 01/01/2011]',1.566,-0.947,5.878,8.337,-2.400,8.247,8.978,7.124,7.977,1.611,-1.605,14.292,1.863,1.367,-1.495,-1.179,7.511,4.331,1.800,1.499,-0.040,0.000
'[00:00:00.314 01/01/2011]',1.628,-0.741,5.845,8.913,-3.375,8.264,9.745,7.016,9.331,2.344,-0.408,13.276,2.755,1.527,-0.861,-2.411,8.072,4.576,3.200,1.140,-0.037,0.000
'[00:00:00.316 01/01/2011]',1.680,-0.580,5.705,9.301,-3.980,8.418,10.430,6.772,10.501,3.078,0.983,12.014,3.683,1.613,-0.212,-3.390,8.445,4.848,4.663,0.777,-0.033,0.000
'[00:00:00.318 01/01/2011]',1.756,-0.403,5.454,9.468,-4.176,8.858,11.138,6.383,11.361,3.676,2.423,10.617,4.548,1.596,0.387,-4.080,8.604,5.011,5.998,0.472,-0.030,0.000
'[00:00:00.320 01/01/2011]',1.893,-0.143,5.125,9.431,-4.015,9.715,11.878,5.903,11.843,4.066,3.756,9.231,5.261,1.496,0.888,-4.465,8.558,4.961,7.046,0.283,-0.027,0.000
'[00:00:00.322 01/01/2011]',2.105,0.243,4.759,9.223,-3.643,11.026,12.541,5.408,11.947,4.247,4.839,7.992,5.768,1.379,1.261,-4.545,8.345,4.643,7.710,0.252,-0.026,0.000
'[00:00:00.324 01/01/2011]',2.367,0.730,4.411,8.890,-3.260,12.701,12.922,4.986,11.740,4.282,5.575,7.024,6.059,1.334,1.511,-4.307,8.014,4.054,7.982,0.392,-0.025,0.000
'[00:00:00.326 01/01/2011]',2.624,1.232,4.141,8.469,-3.085,14.533,12.801,4.705,11.319,4.263,5.922,6.405,6.160,1.448,1.664,-3.750,7.607,3.238,7.927,0.686,-0.024,0.000
'[00:00:00.328 01/01/2011]',2.812,1.637,3.995,7.996,-3.277,16.225,12.043,4.613,10.800,4.284,5.912,6.173,6.132,1.778,1.773,-2.888,7.159,2.240,7.664,1.095,-0.024,0.000
'[00:00:00.330 01/01/2011]',2.888,1.842,4.018,7.501,-3.907,17.498,10.672,4.723,10.289,4.414,5.641,6.315,6.054,2.338,1.915,-1.749,6.710,1.119,7.343,1.561,-0.024,0.000
'[00:00:00.332 01/01/2011]',2.847,1.812,4.230,7.030,-4.916,18.151,8.880,5.023,9.875,4.687,5.253,6.790,6.011,3.105,2.173,-0.400,6.298,-0.065,7.103,2.031,-0.023,0.000
'[00:00:00.334 01/01/2011]',2.732,1.578,4.647,6.636,-6.139,18.132,6.975,5.482,9.631,5.093,4.906,7.525,6.074,4.011,2.632,1.062,5.979,-1.222,7.047,2.456,-0.021,0.000
'[00:00:00.336 01/01/2011]',2.621,1.236,5.257,6.388,-7.320,17.532,5.290,6.060,9.593,5.596,4.731,8.431,6.295,4.977,3.351,2.516,5.812,-2.224,7.226,2.802,-0.020,0.000
'[00:00:00.338 01/01/2011]',2.598,0.915,6.040,6.353,-8.186,16.561,4.096,6.710,9.775,6.136,4.807,9.406,6.674,5.897,4.337,3.802,5.858,-2.921,7.621,3.047,-0.017,0.000
'[00:00:00.340 01/01/2011]',2.740,0.732,6.960,6.585,-8.504,15.475,3.551,7.363,10.161,6.643,5.127,10.333,7.184,6.662,5.526,4.777,6.159,-3.163,8.149,3.183,-0.014,0.000
'[00:00:00.342 01/01/2011]',3.089,0.769,7.967,7.099,-8.125,14.508,3.695,7.936,10.695,7.033,5.616,11.085,7.741,7.147,6.786,5.267,6.719,-2.864,8.666,3.209,-0.011,0.000
'[00:00:00.344 01/01/2011]',3.649,1.055,9.012,7.862,-7.032,13.816,4.494,8.327,11.303,7.225,6.150,11.532,8.248,7.228,7.918,5.122,7.498,-2.053,9.003,3.130,-0.006,0.000
'[00:00:00.346 01/01/2011]',4.383,1.563,10.016,8.783,-5.324,13.459,5.861,8.433,11.898,7.139,6.583,11.565,8.598,6.796,8.698,4.230,8.401,-0.897,8.985,2.963,-0.000,0.000
'[00:00:00.348 01/01/2011]',5.225,2.243,10.929,9.724,-3.207,13.395,7.677,8.162,12.393,6.722,6.787,11.102,8.689,5.792,8.915,2.533,9.300,0.320,8.477,2.734,0.007,0.000
'[00:00:00.350 01/01/2011]',6.091,3.010,11.691,10.531,-0.936,13.516,9.778,7.475,12.717,5.955,6.671,10.129,8.458,4.231,8.419,0.085,10.048,1.262,7.408,2.473,0.015,0.000
'[00:00:00.352 01/01/2011]',6.884,3.773,12.245,11.053,1.217,13.676,11.923,6.393,12.823,4.875,6.191,8.713,7.875,2.214,7.149,-2.958,10.509,1.633,5.796,2.222,0.024,0.000
'[00:00:00.354 01/01/2011]',7.504,4.440,12.557,11.185,3.013,13.723,13.813,5.007,12.690,3.567,5.343,6.990,6.962,-0.070,5.155,-6.323,10.588,1.251,3.738,2.017,0.035,0.000
'[00:00:00.356 01/01/2011]',7.860,4.914,12.595,10.876,4.274,13.539,15.108,3.469,12.319,2.158,4.174,5.161,5.768,-2.383,2.591,-9.659,10.245,0.108,1.399,1.889,0.045,0.000
'[00:00:00.358 01/01/2011]',7.886,5.110,12.350,10.143,4.903,13.058,15.522,1.957,11.724,0.786,2.757,3.445,4.356,-4.479,-0.321,-12.587,9.499,-1.634,-1.017,1.857,0.054,0.000
'[00:00:00.360 01/01/2011]',7.551,4.965,11.834,9.059,4.894,12.293,14.901,0.645,10.940,-0.415,1.199,2.054,2.806,-6.146,-3.323,-14.773,8.422,-3.689,-3.304,1.928,0.063,0.000
'[00:00:00.362 01/01/2011]',6.876,4.465,11.087,7.738,4.324,11.343,13.289,-0.322,9.998,-1.349,-0.375,1.147,1.191,-7.252,-6.160,-15.977,7.125,-5.716,-5.273,2.099,0.069,0.000
'[00:00:00.364 01/01/2011]',5.936,3.656,10.167,6.312,3.338,10.386,10.932,-0.849,8.948,-1.963,-1.835,0.826,-0.432,-7.730,-8.613,-16.092,5.736,-7.394,-6.785,2.361,0.072,0.000
'[00:00:00.366 01/01/2011]',4.847,2.649,9.150,4.921,2.127,9.650,8.215,-0.886,7.840,-2.246,-3.075,1.121,-1.984,-7.587,-10.528,-15.148,4.385,-8.480,-7.747,2.708,0.072,0.000
'[00:00:00.368 01/01/2011]',3.758,1.607,8.110,3.682,0.881,9.360,5.555,-0.436,6.743,-2.225,-4.023,2.017,-3.392,-6.869,-11.827,-13.299,3.191,-8.836,-8.121,3.129,0.070,0.000
'[00:00:00.370 01/01/2011]',2.796,0.712,7.113,2.687,-0.257,9.667,3.292,0.454,5.727,-1.947,-4.668,3.448,-4.576,-5.648,-12.496,-10.770,2.244,-8.409,-7.923,3.609,0.064,0.000
'[00:00:00.372 01/01/2011]',2.056,0.110,6.208,1.986,-1.215,10.604,1.615,1.703,4.869,-1.465,-5.057,5.311,-5.465,-4.016,-12.590,-7.832,1.594,-7.239,-7.219,4.120,0.057,0.000
'[00:00:00.374 01/01/2011]',1.569,-0.134,5.429,1.585,-2.012,12.046,0.546,3.190,4.247,-0.841,-5.278,7.464,-5.993,-2.087,-12.205,-4.749,1.245,-5.422,-6.114,4.618,0.048,0.000
'[00:00:00.376 01/01/2011]',1.309,-0.064,4.790,1.439,-2.729,13.739,-0.024,4.764,3.925,-0.125,-5.435,9.733,-6.125,-0.005,-11.457,-1.764,1.157,-3.108,-4.738,5.051,0.039,0.000
'[00:00:00.378 01/01/2011]',1.199,0.178,4.309,1.465,-3.473,15.342,-0.248,6.256,3.954,0.630,-5.614,11.921,-5.860,2.067,-10.467,0.934,1.242,-0.496,-3.224,5.364,0.032,0.000
'[00:00:00.380 01/01/2011]',1.140,0.384,3.995,1.556,-4.326,16.531,-0.274,7.510,4.343,1.379,-5.847,13.837,-5.230,3.960,-9.337,3.223,1.393,2.166,-1.704,5.514,0.025,0.000
'[00:00:00.382 01/01/2011]',1.046,0.357,3.854,1.616,-5.302,17.065,-0.194,8.396,5.046,2.070,-6.120,15.321,-4.295,5.524,-8.143,5.037,1.502,4.604,-0.281,5.486,0.020,0.000
'[00:00:00.384 01/01/2011]',0.855,-0.035,3.870,1.573,-6.347,16.852,-0.046,8.840,5.970,2.649,-6.367,16.274,-3.142,6.655,-6.928,6.391,1.492,6.540,0.968,5.288,0.017,0.000
'[00:00:00.386 01/01/2011]',0.555,-0.804,4.000,1.400,-7.342,15.959,0.168,8.820,6.979,3.057,-6.509,16.657,-1.863,7.316,-5.710,7.350,1.326,7.751,2.008,4.957,0.014,0.000
'[00:00:00.388 01/01/2011]',0.166,-1.855,4.166,1.121,-8.164,14.591,0.451,8.367,7.928,3.241,-6.465,16.496,-0.551,7.524,-4.488,8.030,1.018,8.113,2.831,4.540,0.012,0.000
'[00:00:00.390 01/01/2011]',-0.262,-3.004,4.286,0.784,-8.712,13.015,0.798,7.552,8.698,3.166,-6.189,15.852,0.713,7.357,-3.249,8.549,0.618,7.649,3.466,4.084,0.008,0.000
'[00:00:00.392 01/01/2011]',-0.670,-4.059,4.273,0.456,-8.960,11.503,1.202,6.459,9.230,2.828,-5.665,14.814,1.870,6.918,-1.981,9.044,0.193,6.519,3.963,3.623,0.003,0.000
'[00:00:00.394 01/01/2011]',-1.014,-4.872,4.074,0.180,-8.947,10.268,1.672,5.183,9.527,2.270,-4.921,13.469,2.894,6.320,-0.682,9.609,-0.195,5.005,4.396,3.173,-0.003,0.000
'[00:00:00.396 01/01/2011]',-1.274,-5.388,3.683,-0.019,-8.777,9.432,2.219,3.806,9.649,1.583,-4.017,11.903,3.786,5.663,0.634,10.286,-0.511,3.437,4.836,2.736,-0.012,0.000
'[00:00:00.398 01/01/2011]',-1.456,-5.648,3.131,-0.157,-8.577,9.014,2.864,2.411,9.678,0.879,-3.041,10.196,4.568,5.026,1.937,11.070,-0.750,2.122,5.346,2.306,-0.021,0.000
'[00:00:00.400 01/01/2011]',-1.585,-5.758,2.472,-0.275,-8.472,8.944,3.598,1.056,9.669,0.278,-2.109,8.414,5.266,4.455,3.172,11.902,-0.937,1.272,5.958,1.874,-0.030,0.000
'[00:00:00.402 01/01/2011]',-1.702,-5.842,1.758,-0.436,-8.553,9.077,4.362,-0.222,9.643,-0.137,-1.346,6.610,5.890,3.973,4.280,12.682,-1.125,0.965,6.658,1.428,-0.038,0.000
'[00:00:00.404 01/01/2011]',-1.847,-5.992,1.030,-0.700,-8.869,9.231,5.032,-1.417,9.568,-0.334,-0.869,4.811,6.428,3.557,5.212,13.276,-1.374,1.136,7.396,0.958,-0.045,0.000
'[00:00:00.406 01/01/2011]',-2.050,-6.239,0.289,-1.123,-9.434,9.212,5.431,-2.553,9.388,-0.348,-0.777,3.008,6.841,3.158,5.937,13.556,-1.741,1.608,8.084,0.453,-0.052,0.000
'[00:00:00.408 01/01/2011]',-2.327,-6.574,-0.475,-1.744,-10.228,8.847,5.382,-3.669,9.050,-0.253,-1.107,1.185,7.085,2.718,6.462,13.401,-2.275,2.152,8.632,-0.099,-0.058,0.000
'[00:00:00.410 01/01/2011]',-2.681,-6.955,-1.275,-2.570,-11.217,8.017,4.766,-4.794,8.543,-0.146,-1.823,-0.678,7.123,2.180,6.829,12.732,-2.998,2.543,8.968,-0.703,-0.064,0.000
'[00:00:00.412 01/01/2011]',-3.105,-7.343,-2.109,-3.583,-12.353,6.687,3.562,-5.926,7.890,-0.104,-2.816,-2.551,6.952,1.510,7.105,11.507,-3.905,2.604,9.054,-1.351,-0.070,0.000
'[00:00:00.414 01/01/2011]',-3.582,-7.724,-2.947,-4.729,-13.575,4.914,1.874,-7.017,7.155,-0.176,-3.907,-4.355,6.600,0.717,7.354,9.734,-4.959,2.245,8.890,-2.016,-0.075,0.000
'[00:00:00.416 01/01/2011]',-4.099,-8.112,-3.747,-5.940,-14.805,2.836,-0.100,-7.970,6.396,-0.373,-4.894,-5.953,6.117,-0.155,7.614,7.483,-6.099,1.452,8.510,-2.658,-0.079,0.000
'[00:00:00.418 01/01/2011]',-4.643,-8.528,-4.468,-7.134,-15.955,0.629,-2.117,-8.673,5.652,-0.691,-5.592,-7.182,5.553,-1.038,7.870,4.824,-7.261,0.273,7.954,-3.225,-0.081,0.000
'[00:00:00.420 01/01/2011]',-5.209,-8.984,-5.091,-8.259,-16.939,-1.533,-3.960,-9.036,4.913,-1.124,-5.875,-7.905,4.937,-1.871,8.062,1.886,-8.378,-1.199,7.246,-3.675,-0.081,0.000
'[00:00:00.422 01/01/2011]',-5.791,-9.471,-5.633,-9.291,-17.690,-3.516,-5.484,-9.016,4.134,-1.678,-5.702,-8.054,4.262,-2.617,8.086,-1.214,-9.417,-2.868,6.389,-3.979,-0.080,0.000
'[00:00:00.424 01/01/2011]',-6.385,-9.956,-6.137,-10.238,-18.170,-5.256,-6.642,-8.643,3.249,-2.362,-5.123,-7.660,3.494,-3.277,7.833,-4.335,-10.367,-4.643,5.361,-4.134,-0.078,0.000
'[00:00:00.426 01/01/2011]',-6.984,-10.397,-6.653,-11.138,-18.386,-6.746,-7.453,-8.013,2.217,-3.181,-4.266,-6.840,2.573,-3.886,7.216,-7.330,-11.244,-6.453,4.135,-4.156,-0.075,0.000
'[00:00:00.428 01/01/2011]',-7.567,-10.752,-7.215,-12.021,-18.375,-7.994,-7.985,-7.250,1.030,-4.110,-3.297,-5.770,1.464,-4.489,6.213,-10.053,-12.063,-8.242,2.709,-4.068,-0.072,0.000
'[00:00:00.430 01/01/2011]',-8.102,-10.996,-7.821,-12.897,-18.200,-9.001,-8.296,-6.483,-0.257,-5.088,-2.386,-4.635,0.169,-5.125,4.875,-12.354,-12.830,-9.974,1.116,-3.894,-0.069,0.000
'[00:00:00.432 01/01/2011]',-8.544,-11.111,-8.432,-13.733,-17.915,-9.730,-8.415,-5.831,-1.555,-6.036,-1.678,-3.601,-1.269,-5.815,3.327,-14.103,-13.522,-11.622,-0.564,-3.645,-0.067,0.000
'[00:00:00.434 01/01/2011]',-8.839,-11.094,-8.971,-14.465,-17.555,-10.114,-8.329,-5.378,-2.742,-6.875,-1.268,-2.795,-2.755,-6.551,1.753,-15.205,-14.102,-13.178,-2.218,-3.325,-0.064,0.000
'[00:00:00.436 01/01/2011]',-8.927,-10.922,-9.352,-15.008,-17.125,-10.082,-8.007,-5.196,-3.702,-7.561,-1.187,-2.301,-4.166,-7.309,0.339,-15.605,-14.513,-14.639,-3.706,-2.933,-0.060,0.000
'[00:00:00.438 01/01/2011]',-8.756,-10.565,-9.490,-15.285,-16.605,-9.588,-7.416,-5.330,-4.328,-8.097,-1.411,-2.177,-5.377,-8.053,-0.748,-15.312,-14.710,-16.008,-4.898,-2.471,-0.054,0.000
'[00:00:00.440 01/01/2011]',-8.294,-9.970,-9.324,-15.246,-15.975,-8.645,-6.550,-5.794,-4.542,-8.516,-1.868,-2.439,-6.269,-8.725,-1.395,-14.393,-14.647,-17.277,-5.683,-1.947,-0.046,0.000
'[00:00:00.442 01/01/2011]',-7.530,-9.090,-8.820,-14.866,-15.233,-7.321,-5.440,-6.561,-4.294,-8.857,-2.459,-3.051,-6.759,-9.262,-1.563,-12.954,-14.301,-18.410,-5.984,-1.371,-0.034,0.000
'[00:00:00.444 01/01/2011]',-6.485,-7.887,-7.977,-14.150,-14.404,-5.729,-4.164,-7.539,-3.568,-9.128,-3.085,-3.913,-6.800,-9.561,-1.281,-11.123,-13.652,-19.344,-5.761,-0.745,-0.017,0.000
'[00:00:00.446 01/01/2011]',-5.216,-6.378,-6.829,-13.124,-13.555,-4.001,-2.840,-8.571,-2.392,-9.291,-3.667,-4.857,-6.395,-9.523,-0.634,-9.024,-12.705,-19.993,-5.021,-0.062,0.005,0.000
'[00:00:00.448 01/01/2011]',-3.814,-4.625,-5.459,-11.840,-12.768,-2.261,-1.605,-9.472,-0.849,-9.275,-4.166,-5.672,-5.602,-9.062,0.260,-6.778,-11.487,-20.269,-3.817,0.700,0.035,0.000
'[00:00:00.450 01/01/2011]',-2.396,-2.752,-3.979,-10.382,-12.129,-0.612,-0.605,-10.068,0.913,-9.012,-4.584,-6.147,-4.530,-8.139,1.266,-4.482,-10.061,-20.124,-2.259,1.572,0.072,0.000
'[00:00:00.452 01/01/2011]',-1.096,-0.915,-2.551,-8.865,-11.696,0.862,0.031,-10.247,2.695,-8.473,-4.955,-6.125,-3.321,-6.786,2.267,-2.219,-8.546,-19.571,-0.496,2.573,0.119,0.000
'[00:00:00.454 01/01/2011]',-0.041,0.718,-1.352,-7.437,-11.489,2.093,0.221,-9.998,4.267,-7.710,-5.335,-5.548,-2.129,-5.120,3.174,-0.062,-7.096,-18.699,1.286,3.703,0.174,0.000
'[00:00:00.456 01/01/2011]',0.665,2.010,-0.550,-6.265,-11.494,3.028,-0.058,-9.402,5.412,-6.843,-5.775,-4.456,-1.087,-3.310,3.939,1.934,-5.883,-17.668,2.903,4.933,0.236,0.000
'[00:00:00.458 01/01/2011]',0.968,2.876,-0.266,-5.488,-11.679,3.628,-0.767,-8.605,5.973,-6.034,-6.295,-2.970,-0.273,-1.544,4.569,3.728,-5.062,-16.655,4.203,6.206,0.301,0.000
'[00:00:00.460 01/01/2011]',0.874,3.308,-0.552,-5.189,-11.998,3.898,-1.816,-7.761,5.889,-5.433,-6.883,-1.240,0.298,0.019,5.122,5.304,-4.724,-15.816,5.094,7.448,0.366,0.000
'[00:00:00.462 01/01/2011]',0.447,3.359,-1.355,-5.371,-12.423,3.892,-3.079,-6.982,5.202,-5.123,-7.500,0.597,0.680,1.293,5.693,6.671,-4.875,-15.247,5.563,8.583,0.427,0.000
'[00:00:00.464 01/01/2011]',-0.199,3.132,-2.533,-5.941,-12.938,3.725,-4.425,-6.312,4.046,-5.091,-8.074,2.444,0.976,2.269,6.390,7.872,-5.433,-14.949,5.677,9.549,0.479,0.000
'[00:00:00.466 01/01/2011]',-0.923,2.748,-3.870,-6.733,-13.525,3.566,-5.724,-5.719,2.618,-5.230,-8.540,4.253,1.309,3.023,7.310,8.969,-6.237,-14.847,5.569,10.303,0.518,0.000
'[00:00:00.468 01/01/2011]',-1.582,2.318,-5.127,-7.538,-14.153,3.590,-6.873,-5.124,1.135,-5.369,-8.832,5.999,1.793,3.669,8.519,10.053,-7.098,-14.807,5.402,10.822,0.543,0.000
'[00:00:00.470 01/01/2011]',-2.053,1.930,-6.086,-8.162,-14.762,3.967,-7.780,-4.438,-0.209,-5.320,-8.903,7.659,2.515,4.353,10.030,11.210,-7.823,-14.686,5.354,11.100,0.550,0.000
